id,name,code,barcode,producerid
26191,Inoa Краска для волос без аммиака 5.18 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_5_18_60_gr_0391064025,3474630696266,10437
34590,Inoa Краска для волос без аммиака 6.23 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_6_23_60_gr_0391069595,3474637127978,10437
26949,Majirel Крем-краска для волос 7.3 50мл,majirel_krem_kraska_dlya_volos_7_3_50ml_0391064806,3474634002087,10437
25050,Fusio Dose Концентрат Ampli Force для укрепления склонных к выпадению ослабленных волос 10x12 мл,fusio_dose_koncentrat_ampli_force_dlya_ukrepleniya_sklonnyх_k_vypadeniyu_oslablennyх_volos_10x12_ml_0391060936,3474636858132,10419
23765,Колор гель 10NA 60 мл,kolor_gel_10na_60_ml_0391001760,884486378071,10435
24159,Majirel Cool Cover Крем-краска для волос 5 50мл,majirel_cool_cover_krem_kraska_dlya_volos_5_50ml_0391065169,3474636915620,10437
34595,Inoa Краска для волос без аммиака 8.13 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_8_13_60_gr_0391069597,3474637128081,10437
33616,Набор Стайлинга Vavoom 2=3,nabor_stajlinga_vavoom_2_3_9351060407,4640193077043,10427
34914,Inoa Краска для волос без аммиака 4.56 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_4_56_60_gr_0391069647,3474637129132,10437
2102,Dialight Гель-крем для окрашивания волос без аммиака 10.32 50мл,dialight_gel_krem_dlya_okrashivaniya_volos_bez_ammiaka_10_32_50ml_0391069426,3474637004354,10437
3256,Dialight Гель-крем для окрашивания волос без аммиака 10.23 50мл,dialight_gel_krem_dlya_okrashivaniya_volos_bez_ammiaka_10_23_50ml_0391069429,3474637004712,10437
49026,Dia Color Краситель-блеск демиперманентный 9.13 60 мл,dia_color_krasitel_blesk_demipermanentnyj_9_13_60_ml_0391069804,3474637207359,10437
5350,SoColor Pre-Bonded Крем-краска для волос 10NW 90мл,socolor_pre_bonded_krem_kraska_dlya_volos_10nw_90ml_9351060035,3474636972463,10427
54531,"Super Sync Краситель для волос тон-в-тон без аммиака 10V, 90 мл",super_sync_krasitel_dlya_volos_ton_v_ton_bez_ammiaka_10v_90_ml_9351060784,3474637238308,10427
34544,Inoa Краска для волос без аммиака 6.11 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_6_11_60_gr_0391069608,3474637130633,10437
5843,Opti Wave Лосьон для завивки чувст.волос 3*250мл,opti_wave_loson_dlya_zavivki_chuvst_volos_3_250ml_0391068107,3474630636552,10427
2933,Dialight Гель-крем для окрашивания волос без аммиака 7.12 50мл,dialight_gel_krem_dlya_okrashivaniya_volos_bez_ammiaka_7_12_50ml_0391069469,3474637004873,10437
36901,Набор Pro Longer (Шампунь 250мл + смываемый Уход 200мл),nabor_pro_longer_shampun_250ml_smyvaemyj_uхod_200ml__0391069748,4640193129964,10437
6443,SoColor Pre-Bonded Крем-краска для волос 8SP 90мл,socolor_pre_bonded_krem_kraska_dlya_volos_8sp_90ml_9351060272,3474636990405,10427
9875,Dialight Гель-крем для окрашивания волос без аммиака Прозрачный 250мл,dialight_gel_krem_dlya_okrashivaniya_volos_bez_ammiaka_prozrachnyj_250ml_0391069478,3474637002589,10437
36902,SoColor Sync Pre-Bonded Крем-краска для волос 10NV 90 мл,socolor_sync_pre_bonded_krem_kraska_dlya_volos_10nv_90_ml_9351060602,3474637156329,10427
11188,Total Results Mega Sleek Iron Smoother Спрей Айрон 250мл,total_results_mega_sleek_iron_smoother_sprej_ajron_250ml_0391068627,884486235633,10427
15658,Chromatics ПРОЯВИТЕЛЬ 30 ВОЛ [9%] 1Л,chromatics_proyavitel_30_vol_9_1l_0391000670,3474630720497,10435
10676,DiaRichesse Крем-краска для волос щелочная 5.31 50 мл,diarichesse_krem_kraska_dlya_volos_shhelochnaya_5_31_50_ml_0391063464,3474630398597,10437
34693,Inoa Краска для волос без аммиака 6.40 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_6_40_60_gr_0391069631,3474637133535,10437
36633,Styling Спрей-воск 250 мл,styling_sprej_vosk_250_ml_9351060584,3474637103613,10427
16093,Tecni.art 19 Super Dust Пудра для волос 7 г,tecni_art_19_super_dust_pudra_dlya_volos_7_g_0391069459,30162853,10437
13429,SoColor Extra.Coverage Крем-краска для волос 510G 90мл,socolor_extra_coverage_krem_kraska_dlya_volos_510g_90ml_9351060238,3474636978908,10427
30679,Краситель-блеск Shades EQ Bonder Inside 010T 60мл,krasitel_blesk_shades_eq_bonder_inside_010t_60ml_9391000199,3474636997541,10435
20079,Стойкий краситель Chromatics Beyond Cover 4.56/4Br КРАСНО-КОРИЧНЕВЫЙ 63мл,stojkij_krasitel_chromatics_beyond_cover_4_56_4br_krasno_korichnevyj_63ml_0391000390,3474630726536,10435
16937,Blond Studio Нутри-Проявитель платиниум 12% 1 л,blond_studio_nutri_proyavitel_platinium_12_1_l_0391069275,3474636979233,10437
35433,Socolor Beauty Крем-краска для волос 4RV+ 90 мл,socolor_beauty_krem_kraska_dlya_volos_4rv_90_ml_9351060512,3474636989508,10427
35089,Inoa Краска для волос без аммиака 6.8 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_6_8_60_gr_0391069685,3474637131685,10437
24097,SoColor Pre-Bonded Крем-краска для волос 8RC 90мл,socolor_pre_bonded_krem_kraska_dlya_volos_8rc_90ml_9351060168,3474636989720,10427
33614,SoColor Sync Pre-Bonded Крем-краска для волос 11A 90мл,socolor_sync_pre_bonded_krem_kraska_dlya_volos_11a_90ml_9351060405,3474636986835,10427
30691,SoColor Sync Pre-Bonded Крем-краска для волос 7MV 90мл,socolor_sync_pre_bonded_krem_kraska_dlya_volos_7mv_90ml_9351060350,3474636986255,10427
19867,SoColor Sync Pre-Bonded Крем-краска для волос 5N 90мл,socolor_sync_pre_bonded_krem_kraska_dlya_volos_5n_90ml_9351060037,3474636972760,10427
25547,Inoa Краска для волос без аммиака базовый золотистый 8.3 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_bazovyj_zolotistyj_8_3_60_gr_0391064208,3474630660847,10437
22546,Homme Cover 5 Тонирующий гель №3,homme_cover_5_toniruyushhij_gel_3_0391063651,3474634006467,10437
28209,Majirel Крем-краска для волос 10 1/2.1 50мл,majirel_krem_kraska_dlya_volos_10_1_2_1_50ml_0391065448,3474634002933,10437
25200,Chromatics ПРОЯВИТЕЛЬ 20 ВОЛ [6%] 1Л,chromatics_proyavitel_20_vol_6_1l_0391000665,3474630720572,10435
37215,Inoa Краска для волос без аммиака 2.0 60г,inoa_kraska_dlya_volos_bez_ammiaka_2_0_60g_0391069761,3474637178246,10437
21447,Стойкий краситель Chromatics с 4D эффектом 6.17/6AG ПЕПЕЛЬНЫЙ ЗЕЛЕНЫЙ 63мл,stojkij_krasitel_chromatics_s_4d_effektom_6_17_6ag_pepelnyj_zelenyj_63ml_0391000448,3474630724402,10435
34907,Inoa Краска для волос без аммиака 5.17 60 гр,inoa_kraska_dlya_volos_bez_ammiaka_5_17_60_gr_0391069658,3474637131883,10437
